Date,Hour,HOEP,Market Demand,Ontario Demand
6/6/2018,13,5.26,16803,14559
6/6/2018,14,9.41,16678,14477
6/6/2018,15,5.89,16732,14533
6/6/2018,16,5.87,16967,14775
6/6/2018,17,8.79,17283,14978
6/6/2018,18,23.95,17323,15219
6/6/2018,19,29.06,17404,15300
6/6/2018,20,22.41,17735,15560
6/6/2018,21,12.97,17843,15748
6/6/2018,22,10.05,16588,14742
6/6/2018,23,5.67,15821,13514
6/6/2018,24,3.91,15110,12622
6/7/2018,1,5.88,14698,11920
6/7/2018,2,6.62,14514,11711
6/7/2018,3,5.9,14439,11592
6/7/2018,4,5.8,14451,11623
6/7/2018,5,5.86,14639,11997
6/7/2018,6,4.12,15554,13063
6/7/2018,7,11.02,16628,14344
6/7/2018,8,8.9,17159,14850
6/7/2018,9,2.31,17082,14723
6/7/2018,10,5.83,16912,14451
6/7/2018,11,8.99,17015,14425
6/7/2018,12,12.02,17247,14545
6/7/2018,13,12,17123,14793
6/7/2018,14,13.11,17442,14988
6/7/2018,15,12.28,17567,15222
6/7/2018,16,11,17475,15438
6/7/2018,17,18.71,17397,15646
6/7/2018,18,19.24,17893,15805
6/7/2018,19,30.19,18360,16218
6/7/2018,20,35.21,18504,16366
6/7/2018,21,35.36,18697,16467
6/7/2018,22,15.12,17546,15582
6/7/2018,23,17.76,16786,14356
6/7/2018,24,4.77,15504,13305
6/8/2018,1,14.34,15216,12484
6/8/2018,2,14.37,14839,12126
6/8/2018,3,12.23,14726,12027
6/8/2018,4,7.31,14576,12007
6/8/2018,5,4.09,14852,12282
6/8/2018,6,3.02,15523,13162
6/8/2018,7,18.06,16742,14474
6/8/2018,8,14.38,17082,14956
6/8/2018,9,18.11,17403,15069
6/8/2018,10,14.36,17571,15143
6/8/2018,11,16.91,17533,15237
6/8/2018,12,25.42,17570,15290
6/8/2018,13,29.12,17710,15428
6/8/2018,14,25.02,17723,15487
6/8/2018,15,16.79,17527,15463
6/8/2018,16,16.16,17911,15804
6/8/2018,17,30.02,18817,16412
6/8/2018,18,23.54,18739,16517
6/8/2018,19,34.58,18850,16734
6/8/2018,20,35.31,18324,16290
6/8/2018,21,27.8,18352,16158
6/8/2018,22,19.82,17156,15254
6/8/2018,23,12.25,16235,14004
6/8/2018,24,12.38,15869,13050
6/9/2018,1,12.32,15087,12231
6/9/2018,2,14.33,14983,11770
6/9/2018,3,13.62,14559,11530
6/9/2018,4,9.44,14056,11225
6/9/2018,5,10.82,14453,11353
6/9/2018,6,10.12,14198,11480
6/9/2018,7,3.19,14625,12110
6/9/2018,8,28.64,15637,12923
6/9/2018,9,26.13,16422,13769
6/9/2018,10,30.28,16814,13962
6/9/2018,11,31.29,17090,14208
6/9/2018,12,25.78,17123,14242
6/9/2018,13,16.05,16866,14222
6/9/2018,14,14.34,16519,14222
6/9/2018,15,12.29,16500,14253
6/9/2018,16,14.35,16769,14410
6/9/2018,17,8.96,17178,14709
6/9/2018,18,14.35,17054,14805
6/9/2018,19,14.33,17062,14811
6/9/2018,20,14.7,17177,14773
6/9/2018,21,12.24,17331,14710
6/9/2018,22,5.09,16402,13937
6/9/2018,23,4.78,15828,13072
6/9/2018,24,2.87,14715,12085
6/10/2018,1,0.98,14836,11578
6/10/2018,2,0,14405,11132
6/10/2018,3,0,14158,11042
6/10/2018,4,0,13716,10895
6/10/2018,5,0,13631,10698
6/10/2018,6,-0.07,13460,10760
6/10/2018,7,0,13882,11268
6/10/2018,8,3.31,14524,11787
6/10/2018,9,5.86,15115,12423
6/10/2018,10,5.86,15444,12760
6/10/2018,11,5.78,15492,12723
6/10/2018,12,3.46,15496,12799
6/10/2018,13,0,15592,12907
6/10/2018,14,1.25,15705,13024
6/10/2018,15,4.25,16055,13317
6/10/2018,16,9.53,16490,13810
6/10/2018,17,10.83,16970,14340
6/10/2018,18,17.46,17117,14676
6/10/2018,19,14.49,16964,14821
6/10/2018,20,11.59,17167,14965
6/10/2018,21,10.99,17197,14880
6/10/2018,22,3.2,16389,14045
6/10/2018,23,6.26,15357,12952
6/10/2018,24,3.35,14824,12169
6/11/2018,1,0,14270,11696
6/11/2018,2,0,14317,11437
6/11/2018,3,0,14164,11241
6/11/2018,4,0,14117,11280
6/11/2018,5,0,14036,11583
6/11/2018,6,-0.01,14478,12606
6/11/2018,7,5.76,15844,14033
6/11/2018,8,7.41,16153,14364
6/11/2018,9,4.84,16156,14343
6/11/2018,10,5.84,16217,14389
6/11/2018,11,5.85,16375,14530
6/11/2018,12,8.02,16328,14591
6/11/2018,13,14.33,16533,14762
6/11/2018,14,14.33,16686,14889
6/11/2018,15,14.34,16941,15148
6/11/2018,16,16.2,17545,15871
6/11/2018,17,25.18,18345,16579
6/11/2018,18,28.71,18389,16767
6/11/2018,19,41.37,18505,17122
6/11/2018,20,24.93,18695,17069
6/11/2018,21,30.12,18097,16513
6/11/2018,22,10.96,17248,15440
6/11/2018,23,2.42,15907,13799
6/11/2018,24,1.45,15141,12881
6/12/2018,1,6.07,14550,12269
6/12/2018,2,5.92,14725,12037
6/12/2018,3,5.7,14477,11860
6/12/2018,4,0,14218,11858
6/12/2018,5,0.94,13907,11983
6/12/2018,6,6.51,14812,13055
6/12/2018,7,23.61,16498,14687
6/12/2018,8,14.35,16677,15047
6/12/2018,9,27.81,16807,15112
6/12/2018,10,29.34,16872,15386
6/12/2018,11,30,16950,15589
6/12/2018,12,28.83,17066,15757
6/12/2018,13,34.72,17501,16221
6/12/2018,14,35.45,17863,16613
6/12/2018,15,36.12,18195,16996
6/12/2018,16,39.84,18998,17786
6/12/2018,17,47.27,19241,18303
6/12/2018,18,36.94,19438,18300
6/12/2018,19,38.5,19230,18249
6/12/2018,20,36.35,19133,18058
6/12/2018,21,35.89,19040,17912
6/12/2018,22,25.19,17814,16792
6/12/2018,23,16.71,16719,15289
6/12/2018,24,18.3,16336,14319
6/13/2018,1,33.49,15636,13681
6/13/2018,2,30.28,15050,13131
6/13/2018,3,35.85,14697,12953
6/13/2018,4,43.87,14696,12980
6/13/2018,5,22.09,15153,13335
6/13/2018,6,23.59,16452,14550
6/13/2018,7,43.88,17548,16043
6/13/2018,8,37.24,17818,16686
6/13/2018,9,21.94,17967,16870
6/13/2018,10,13.35,18216,17297
6/13/2018,11,10.5,17998,17307
6/13/2018,12,5.99,18685,17735
6/13/2018,13,13.34,19807,18125
6/13/2018,14,20.35,20550,18554
6/13/2018,15,15.12,20855,18738
6/13/2018,16,5.8,19994,18235
6/13/2018,17,11.55,19996,18258
6/13/2018,18,13.35,19619,18040
6/13/2018,19,8.13,19470,17696
6/13/2018,20,5.87,19411,17390
6/13/2018,21,12.07,18979,17042
6/13/2018,22,10.12,17812,15801
6/13/2018,23,7.21,16851,14373
6/13/2018,24,6.52,15809,13296
6/14/2018,1,2.68,15005,12482
6/14/2018,2,0,14449,11999
6/14/2018,3,0,14550,11951
6/14/2018,4,0,14493,11944
6/14/2018,5,0,14821,12299
6/14/2018,6,1.59,15492,13248
6/14/2018,7,6.02,16692,14699
6/14/2018,8,12.73,17482,15340
6/14/2018,9,13.37,17625,15547
6/14/2018,10,7.09,17866,15784
6/14/2018,11,16.91,17652,15691
6/14/2018,12,6.03,17605,15512
6/14/2018,13,9.06,18007,15539
6/14/2018,14,5.87,18166,15700
6/14/2018,15,5.77,18231,15980
6/14/2018,16,16.65,18954,16636
6/14/2018,17,33.03,19447,17187
6/14/2018,18,31.76,19417,17362
6/14/2018,19,34.72,19215,17464
6/14/2018,20,34.55,18922,17372
6/14/2018,21,32.92,18516,16926
6/14/2018,22,20.32,17579,15952
6/14/2018,23,15.46,16605,14507
6/14/2018,24,10.84,15501,13403
6/15/2018,1,9.41,14863,12707
6/15/2018,2,13.62,14560,12248
6/15/2018,3,14.31,14281,12020
6/15/2018,4,14.33,14529,12025
6/15/2018,5,5.97,14771,12309
6/15/2018,6,17.4,15512,13345
6/15/2018,7,16.4,16535,14737
6/15/2018,8,14.37,16752,15183
6/15/2018,9,20.12,17036,15417
6/15/2018,10,26.26,17607,15606
6/15/2018,11,29.78,17724,15632
6/15/2018,12,30.01,17822,15741
6/15/2018,13,32.91,18134,16033
6/15/2018,14,17.43,18158,16307
6/15/2018,15,23.75,18484,16458
6/15/2018,16,31.06,18841,16884
6/15/2018,17,32.78,19017,17427
6/15/2018,18,40.68,19012,17585
6/15/2018,19,36.7,19063,17599
6/15/2018,20,35.24,18492,17119
6/15/2018,21,34.06,17974,16641
6/15/2018,22,28.84,17099,15634
6/15/2018,23,18.51,16382,14449
6/15/2018,24,10.76,15218,13418
6/16/2018,1,13.3,14728,12579
6/16/2018,2,17.09,14681,12169
6/16/2018,3,11.46,14189,11721
6/16/2018,4,13.32,13991,11479
6/16/2018,5,5.59,13993,11521
6/16/2018,6,1.82,13956,11818
6/16/2018,7,10.72,14854,12562
6/16/2018,8,10.85,15531,13300
6/16/2018,9,9.73,16430,14198
6/16/2018,10,17.77,16794,14821
6/16/2018,11,39.31,16983,15306
6/16/2018,12,40.09,17436,15612
6/16/2018,13,38.11,17869,15789
6/16/2018,14,14.98,17500,15962
6/16/2018,15,17.69,17764,16239
6/16/2018,16,29.25,18443,16874
6/16/2018,17,50.36,19166,17476
6/16/2018,18,41.92,19290,17787
6/16/2018,19,40.79,19036,17651
6/16/2018,20,38.34,18753,17263
6/16/2018,21,41.63,18651,17137
6/16/2018,22,32.4,18087,16529
6/16/2018,23,31.14,17117,15364
6/16/2018,24,10.87,16346,14162
6/17/2018,1,11.46,15259,13200
6/17/2018,2,12.07,14805,12641
6/17/2018,3,8.96,14658,12215
6/17/2018,4,7.08,14184,11929
6/17/2018,5,6.48,14028,11603
6/17/2018,6,1.39,13675,11737
6/17/2018,7,7.14,14509,12500
6/17/2018,8,15.91,15369,13787
6/17/2018,9,12.71,16533,15303
6/17/2018,10,12.19,17306,16159
6/17/2018,11,16.38,18388,17040
6/17/2018,12,18.38,19141,17719
6/17/2018,13,36.02,19814,18160
6/17/2018,14,35.97,20351,18686
6/17/2018,15,38.95,20879,19254
6/17/2018,16,37.93,21054,19741
6/17/2018,17,38.48,20926,20027
6/17/2018,18,36.35,21039,20154
6/17/2018,19,36.96,21137,20000
6/17/2018,20,36.9,21081,19864
6/17/2018,21,35.22,21246,19956
6/17/2018,22,28.19,20372,19129
6/17/2018,23,31.1,19455,17813
6/17/2018,24,14.15,18535,16595
6/18/2018,1,11.46,17518,15572
6/18/2018,2,13.64,17286,15196
6/18/2018,3,14.32,16907,14618
6/18/2018,4,5.81,16893,14652
6/18/2018,5,6.17,17127,14925
6/18/2018,6,20.47,17550,16022
6/18/2018,7,33.07,19693,18202
6/18/2018,8,36.42,21461,19874
6/18/2018,9,37.38,22387,20718
6/18/2018,10,38.66,22874,21369
6/18/2018,11,37.4,22773,21281
6/18/2018,12,36.68,22092,20521
6/18/2018,13,41.73,22598,20805
6/18/2018,14,39.48,22688,20720
6/18/2018,15,37.86,22703,20817
6/18/2018,16,33.63,22454,20659
6/18/2018,17,35.47,22320,20743
6/18/2018,18,33.97,22039,20656
6/18/2018,19,38.74,21735,20502
6/18/2018,20,39.1,21689,20466
6/18/2018,21,36.28,21384,20142
6/18/2018,22,24.98,19931,18690
6/18/2018,23,23.99,18442,16925
6/18/2018,24,14.27,17752,15493
6/19/2018,1,10.85,16851,14438
6/19/2018,2,8.97,15849,13650
6/19/2018,3,13.33,15686,13140
6/19/2018,4,13.33,15607,13069
6/19/2018,5,9.14,15802,13303
6/19/2018,6,8.4,16260,14242
6/19/2018,7,11.48,17331,15768
6/19/2018,8,13.36,17463,16224
6/19/2018,9,17.21,17587,16199
6/19/2018,10,26.07,17776,16377
6/19/2018,11,29.41,18214,16613
6/19/2018,12,33.12,18432,16857
6/19/2018,13,33.35,18618,17105
6/19/2018,14,37.25,18915,17408
6/19/2018,15,37.1,19143,17813
6/19/2018,16,33.85,19581,18261
6/19/2018,17,36.19,19634,18457
6/19/2018,18,35.25,19578,18265
6/19/2018,19,34.4,19359,18016
6/19/2018,20,31.74,19067,17776
6/19/2018,21,34.44,19016,17626
6/19/2018,22,40.64,18426,16721
6/19/2018,23,36.78,16979,15229
6/19/2018,24,22.73,15850,14062
6/20/2018,1,13.35,15569,13307
6/20/2018,2,8.99,15213,12925
6/20/2018,3,12.68,15082,12630
6/20/2018,4,13.29,14950,12476
6/20/2018,5,7.4,15205,12837
6/20/2018,6,10.22,15891,13844
6/20/2018,7,27.86,16615,15183
6/20/2018,8,13.34,17035,15749
6/20/2018,9,32.79,17577,16087
6/20/2018,10,29.28,17575,16068
6/20/2018,11,32.79,17838,16110
6/20/2018,12,26.02,17951,16197
6/20/2018,13,15.86,17925,16504
6/20/2018,14,17.17,18162,16646
6/20/2018,15,18.84,18446,16851
6/20/2018,16,22.95,19093,17436
6/20/2018,17,29.52,19567,18024
6/20/2018,18,32.65,19787,18248
6/20/2018,19,29.85,19856,18317
6/20/2018,20,22.61,19264,17920
6/20/2018,21,14.69,19298,17673
6/20/2018,22,14.59,18468,16671
6/20/2018,23,23.12,17524,15299
6/20/2018,24,10.85,16676,14179
6/21/2018,1,12.22,15812,13367
6/21/2018,2,10.79,15081,12699
6/21/2018,3,5.63,14931,12449
6/21/2018,4,2.9,14619,12415
6/21/2018,5,0.38,14731,12626
6/21/2018,6,4.59,15630,13520
6/21/2018,7,9.6,17336,14847
6/21/2018,8,14.36,17583,15330
6/21/2018,9,13.63,17325,15437
6/21/2018,10,12.91,17436,15715
6/21/2018,11,14.32,17500,15917
6/21/2018,12,13.69,17805,15869
6/21/2018,13,8.01,18223,16037
6/21/2018,14,5.77,18033,16088
6/21/2018,15,5.82,18232,16324
6/21/2018,16,14.35,18790,16874
6/21/2018,17,45.5,19188,17300
6/21/2018,18,14.34,19337,17583
6/21/2018,19,35.97,19463,17613
6/21/2018,20,26.56,18834,17235
6/21/2018,21,7.64,18459,16822
6/21/2018,22,3.8,17513,15823
6/21/2018,23,0.95,16368,14410
6/21/2018,24,0,15883,13364
6/22/2018,1,-0.07,14957,12607
6/22/2018,2,-1.81,14539,12072
6/22/2018,3,-4.35,13935,11884
6/22/2018,4,-4.25,13896,11908
6/22/2018,5,-3.28,14248,12147
6/22/2018,6,-0.97,15240,13079
6/22/2018,7,0,16446,14383
6/22/2018,8,1.87,17162,14838
6/22/2018,9,5.58,17368,15073
6/22/2018,10,6.34,17406,15151
6/22/2018,11,5.82,17503,15217
6/22/2018,12,3.49,17389,15269
6/22/2018,13,5.76,17813,15548
6/22/2018,14,5.85,17804,15617
6/22/2018,15,5.78,17962,15719
6/22/2018,16,2.23,18187,15984
6/22/2018,17,5.82,18463,16145
6/22/2018,18,5.84,18583,16203
6/22/2018,19,3.14,18463,16052
6/22/2018,20,5.8,18458,15865
6/22/2018,21,5.36,18665,16035
6/22/2018,22,8.07,17960,15291
6/22/2018,23,5.55,16664,14150
6/22/2018,24,1.8,15510,13003
6/23/2018,1,0,15090,12482
6/23/2018,2,0,14887,12173
6/23/2018,3,0.85,14592,11923
6/23/2018,4,1.33,14575,11958
6/23/2018,5,0,14001,11930
6/23/2018,6,0.39,14369,12232
6/23/2018,7,4.35,14876,12903
6/23/2018,8,22.2,15750,13834
6/23/2018,9,45.45,16483,14583
6/23/2018,10,26.84,17154,15188
6/23/2018,11,14.37,17229,15361
6/23/2018,12,14.34,17335,15398
6/23/2018,13,14.35,17355,15350
6/23/2018,14,14.34,17234,15218
6/23/2018,15,14.33,17239,15163
6/23/2018,16,14.35,17356,15270
6/23/2018,17,11.68,17460,15526
6/23/2018,18,5.85,17279,15475
6/23/2018,19,2.97,16832,15195
6/23/2018,20,5.92,16893,15138
6/23/2018,21,13.02,17042,15245
6/23/2018,22,15.27,16880,14653
6/23/2018,23,15.79,16180,13666
6/23/2018,24,14.34,15228,12758
6/24/2018,1,21.81,14725,12231
6/24/2018,2,13.62,14428,11855
6/24/2018,3,14.34,14263,11631
6/24/2018,4,14.33,14101,11546
6/24/2018,5,11.7,14075,11489
6/24/2018,6,6.06,14230,11722
6/24/2018,7,3.78,14472,12214
6/24/2018,8,10.77,15341,12994
6/24/2018,9,13.69,15915,13744
6/24/2018,10,14.36,16673,14340
6/24/2018,11,14.34,16943,14665
6/24/2018,12,5.83,17037,14771
6/24/2018,13,9.44,17145,14812
6/24/2018,14,5.82,16933,14670
6/24/2018,15,15.74,17227,14710
6/24/2018,16,14.37,17282,14835
6/24/2018,17,6.07,17581,15093
6/24/2018,18,5.87,17808,15314
6/24/2018,19,10.11,17713,15302
6/24/2018,20,5.89,17828,15437
6/24/2018,21,12.95,17788,15478
6/24/2018,22,17.25,17365,14870
6/24/2018,23,10.11,16338,13737
6/24/2018,24,4.75,15143,12786
6/25/2018,1,3.79,14722,12168
6/25/2018,2,3.4,14333,11830
6/25/2018,3,0.77,14282,11675
6/25/2018,4,3.34,14281,11740
6/25/2018,5,2.42,14604,12071
6/25/2018,6,2.57,15229,12969
6/25/2018,7,7.65,16299,14338
6/25/2018,8,5.86,16334,14624
6/25/2018,9,6.1,16526,14709
6/25/2018,10,14.33,16609,14808
6/25/2018,11,13.64,16894,15010
6/25/2018,12,14.34,16863,15003
6/25/2018,13,5.9,17066,15179
6/25/2018,14,9.63,17116,15261
6/25/2018,15,14.36,17349,15479
6/25/2018,16,10.72,17867,16005
6/25/2018,17,11.57,18314,16664
6/25/2018,18,28.43,18928,17103
6/25/2018,19,33.25,19278,17426
6/25/2018,20,32.57,19036,17264
6/25/2018,21,18.39,18436,16761
6/25/2018,22,11.03,17590,15762
6/25/2018,23,7.27,16205,14360
6/25/2018,24,7.5,15120,13202
6/26/2018,1,4.88,14489,12606
6/26/2018,2,-0.07,14138,12243
6/26/2018,3,-0.72,13833,11955
6/26/2018,4,-1.06,13861,11962
6/26/2018,5,-0.43,14152,12269
6/26/2018,6,-0.54,14813,13033
6/26/2018,7,6.43,16253,14328
6/26/2018,8,13.63,16691,14851
6/26/2018,9,14.35,16776,14951
6/26/2018,10,12.34,17019,15173
6/26/2018,11,13.69,17171,15339
6/26/2018,12,14.34,17242,15385
6/26/2018,13,14.36,17538,15602
6/26/2018,14,14.38,17712,15798
6/26/2018,15,25.99,17996,16080
6/26/2018,16,88.03,18668,16758
6/26/2018,17,19.01,19174,17285
6/26/2018,18,7.48,19138,17490
6/26/2018,19,5.79,18903,17310
6/26/2018,20,3.72,18840,17068
6/26/2018,21,9.48,18597,16775
6/26/2018,22,12.08,17808,15884
6/26/2018,23,7.82,16392,14499
6/26/2018,24,0.46,15503,13572
6/27/2018,1,0,14881,12875
6/27/2018,2,-0.04,14475,12509
6/27/2018,3,-0.15,14235,12356
6/27/2018,4,-0.1,14435,12483
6/27/2018,5,0,14670,12813
6/27/2018,6,11.21,15746,13941
6/27/2018,7,5.44,16892,15118
6/27/2018,8,6.53,17385,15649
6/27/2018,9,10.78,17905,16275
6/27/2018,10,13.65,18349,16687
6/27/2018,11,14.38,18733,16920
6/27/2018,12,14.37,18686,16880
6/27/2018,13,31.59,18680,17022
6/27/2018,14,35.27,18901,17146
6/27/2018,15,35.29,18928,17170
6/27/2018,16,35.87,19210,17433
6/27/2018,17,36.37,19269,17714
6/27/2018,18,33.41,19109,17539
6/27/2018,19,35.51,18998,17511
6/27/2018,20,38.01,19134,17614
6/27/2018,21,42.51,19157,17630
6/27/2018,22,22.53,18085,16586
6/27/2018,23,19.14,16980,15292
6/27/2018,24,8.51,16009,14225
6/28/2018,1,21.42,15297,13415
6/28/2018,2,14.35,14953,13068
6/28/2018,3,7.16,14764,12900
6/28/2018,4,14.33,14749,12862
6/28/2018,5,11.97,15162,13289
6/28/2018,6,27.47,16279,14438
6/28/2018,7,18.11,17373,15830
6/28/2018,8,30.89,18310,16635
6/28/2018,9,18.23,18624,16962
6/28/2018,10,34.99,18905,17244
6/28/2018,11,36.46,19395,17731
6/28/2018,12,37.71,19600,17934
6/28/2018,13,38.16,20065,18395
6/28/2018,14,39.14,20591,18763
6/28/2018,15,39.69,20885,19178
6/28/2018,16,40.78,21634,19709
6/28/2018,17,48.72,21977,20142
6/28/2018,18,61.67,22306,20308
6/28/2018,19,65.78,22775,20659
6/28/2018,20,42.41,22390,20339
6/28/2018,21,38.66,21536,19805
6/28/2018,22,36.38,20352,18740
6/28/2018,23,26.72,18640,17140
6/28/2018,24,20.72,17459,15721
6/29/2018,1,12.91,16934,14746
6/29/2018,2,6.49,16544,14168
6/29/2018,3,14.34,15987,13732
6/29/2018,4,14.32,15978,13656
6/29/2018,5,4.21,16080,13862
6/29/2018,6,16.9,16565,14710
6/29/2018,7,33.24,17929,16248
6/29/2018,8,37.36,18770,17381
6/29/2018,9,38.46,19968,18350
6/29/2018,10,40.3,20599,18926
6/29/2018,11,41.86,21202,19451
6/29/2018,12,40.34,21543,19811
6/29/2018,13,40.25,21905,20191
6/29/2018,14,40.45,22281,20438
6/29/2018,15,40.24,22538,20565
6/29/2018,16,44.58,22236,20509
6/29/2018,17,40.08,22940,21158
6/29/2018,18,40.24,22699,21015
6/29/2018,19,40.18,22521,20826
6/29/2018,20,39.11,22047,20455
6/29/2018,21,38.78,21846,20123
6/29/2018,22,27.16,20545,19078
6/29/2018,23,35.2,19377,17624
6/29/2018,24,31.55,18156,16266
6/30/2018,1,14.4,17776,15307
6/30/2018,2,7.65,16981,14497
6/30/2018,3,0,16346,13998
6/30/2018,4,3.01,16332,13768
6/30/2018,5,14.34,16172,13657
6/30/2018,6,14.34,16338,13790
6/30/2018,7,3.57,16489,14418
6/30/2018,8,2.17,17596,15756
6/30/2018,9,26.66,18765,17142
6/30/2018,10,38.34,20470,18449
6/30/2018,11,38.67,21211,19290
6/30/2018,12,39.6,21683,19921
6/30/2018,13,39.37,22180,20491
6/30/2018,14,37.74,22216,20659
6/30/2018,15,34.21,22268,20641
6/30/2018,16,34.46,22240,20698
6/30/2018,17,35.9,22513,20874
6/30/2018,18,35.94,22375,20814
6/30/2018,19,35.97,22279,20731
6/30/2018,20,33.74,22099,20450
6/30/2018,21,36.88,22177,20542
6/30/2018,22,23.86,20999,19611
6/30/2018,23,21.74,19892,18535
6/30/2018,24,12.26,18706,17270
7/1/2018,1,14.32,18228,16500
7/1/2018,2,14.35,17919,15713
7/1/2018,3,14.35,17312,15113
7/1/2018,4,9.16,16828,14648
7/1/2018,5,14.34,16641,14476
7/1/2018,6,2.16,16645,14497
7/1/2018,7,2.23,17304,15381
7/1/2018,8,9.91,18594,16696
7/1/2018,9,29.16,19381,17776
7/1/2018,10,37.49,20272,18816
7/1/2018,11,38.26,20975,19609
7/1/2018,12,38.08,21118,19862
7/1/2018,13,39.58,21265,19926
7/1/2018,14,37.93,21282,19997
7/1/2018,15,35.59,21083,19959
7/1/2018,16,35.67,21506,20335
7/1/2018,17,35.8,22083,20632
7/1/2018,18,35.58,22092,20739
7/1/2018,19,37.37,21873,20792
7/1/2018,20,35.45,21361,20301
7/1/2018,21,31.89,20617,19841
7/1/2018,22,32.29,20016,19072
7/1/2018,23,31.02,19590,18238
7/1/2018,24,15.62,18505,16997
7/2/2018,1,20.89,17812,16205
7/2/2018,2,6.82,16986,15484
7/2/2018,3,0,16646,15050
7/2/2018,4,0,16361,14810
7/2/2018,5,0,16293,14705
7/2/2018,6,1.58,16349,14891
7/2/2018,7,12.3,17428,16009
7/2/2018,8,15.61,18562,17160
7/2/2018,9,33.55,19627,18278
7/2/2018,10,37.6,20733,19328
7/2/2018,11,42.6,21426,20104
7/2/2018,12,40.33,22189,20599
7/2/2018,13,37.25,22210,20575
7/2/2018,14,32.79,22078,20481
7/2/2018,15,31.38,21782,20286
7/2/2018,16,30.64,21633,20150
7/2/2018,17,36.47,22510,21012
7/2/2018,18,33.8,22193,20880
7/2/2018,19,37.43,22361,20960
7/2/2018,20,35.46,21857,20530
7/2/2018,21,34.04,21449,20099
7/2/2018,22,35.38,20529,19161
7/2/2018,23,21.95,18985,17540
7/2/2018,24,8.5,17218,16117
7/3/2018,1,10.85,16727,15289
7/3/2018,2,6.7,15938,14447
7/3/2018,3,2.79,15580,14015
7/3/2018,4,0.46,15367,13873
7/3/2018,5,-1.8,15571,14027
7/3/2018,6,27.25,16341,14786
7/3/2018,7,34.52,17937,16451
7/3/2018,8,33.82,19046,17669
7/3/2018,9,35.78,19563,18509
7/3/2018,10,38.81,20698,19314
7/3/2018,11,38.35,21231,19825
7/3/2018,12,38.49,21491,20085
7/3/2018,13,37.74,21621,20195
7/3/2018,14,40.31,21860,20361
7/3/2018,15,38.62,22325,20913
7/3/2018,16,36.35,22444,21124
7/3/2018,17,39.23,22566,21493
7/3/2018,18,40.82,22890,21736
7/3/2018,19,42.61,22918,21761
7/3/2018,20,40.93,22377,21380
7/3/2018,21,39.9,21427,20714
7/3/2018,22,34.71,20942,19803
7/3/2018,23,32.06,19492,18188
7/3/2018,24,29.77,18356,16559
7/4/2018,1,21.56,17507,15375
7/4/2018,2,9.55,16949,14697
7/4/2018,3,14.33,16444,14256
7/4/2018,4,14.34,16183,14060
7/4/2018,5,-0.01,16472,14305
7/4/2018,6,3.75,16985,15128
7/4/2018,7,19.58,18070,16837
7/4/2018,8,24.53,18853,18158
7/4/2018,9,34.02,20068,19158
7/4/2018,10,38.64,20776,19915
7/4/2018,11,40.67,21362,20500
7/4/2018,12,41.92,21424,20767
7/4/2018,13,46.26,22045,21049
7/4/2018,14,41.35,22395,21279
7/4/2018,15,59.81,22469,21646
7/4/2018,16,69.8,22851,22090
7/4/2018,17,57.08,22737,22459
7/4/2018,18,61.98,22764,22506
7/4/2018,19,49.74,22700,22518
7/4/2018,20,44.81,22295,22081
7/4/2018,21,48.57,21995,21671
7/4/2018,22,35.27,21450,20745
7/4/2018,23,30.71,20286,19295
7/4/2018,24,28.96,19195,17738
7/5/2018,1,16.8,18286,16542
7/5/2018,2,5.93,17831,15770
7/5/2018,3,0,17439,15311
7/5/2018,4,0,17331,15203
7/5/2018,5,4.76,17636,15486
7/5/2018,6,15.12,18412,16315
7/5/2018,7,28.99,19471,18142
7/5/2018,8,43.34,20734,19653
7/5/2018,9,52.63,21863,21026
7/5/2018,10,51.43,22512,21781
7/5/2018,11,39.34,22693,22158
7/5/2018,12,39.62,22991,22446
7/5/2018,13,40.6,22988,22631
7/5/2018,14,38.77,23624,22805
7/5/2018,15,37.22,23584,22872
7/5/2018,16,36.9,23522,23046
7/5/2018,17,32.71,22958,22177
7/5/2018,18,31.52,22237,21562
7/5/2018,19,44.73,22657,21594
7/5/2018,20,51.42,23399,21813
7/5/2018,21,34.94,22460,21220
7/5/2018,22,33.74,20946,20028
7/5/2018,23,24.94,19904,18478
7/5/2018,24,14.55,18894,16957
7/6/2018,1,1.19,18243,15766
7/6/2018,2,0,17034,14541
7/6/2018,3,0,16507,13957
7/6/2018,4,0,16245,13697
7/6/2018,5,0,16388,13859
7/6/2018,6,3.58,16988,14472
7/6/2018,7,5.06,18210,15836
7/6/2018,8,0,18789,16451
7/6/2018,9,0,18626,16388
7/6/2018,10,0,18709,16486
7/6/2018,11,10.29,18616,16515
7/6/2018,12,1.72,18935,16472
7/6/2018,13,0,18959,16374
7/6/2018,14,0,18993,16520
7/6/2018,15,0,19143,16674
7/6/2018,16,3.11,19514,16917
7/6/2018,17,7.48,19407,17299
7/6/2018,18,10,19537,17401
7/6/2018,19,12.39,19398,17413
7/6/2018,20,5.15,18887,17008
7/6/2018,21,4.3,18703,16482
7/6/2018,22,11.7,17786,15520
7/6/2018,23,5.75,16706,14282
7/6/2018,24,2.21,15735,13339
7/7/2018,1,7.64,15191,12627
7/7/2018,2,-0.03,14531,12064
7/7/2018,3,-1.08,14419,11855
7/7/2018,4,-2.7,14132,11624
7/7/2018,5,-2.55,14079,11581
7/7/2018,6,-1.4,14226,11702
